user,total_logons,unique_pcs,first_seen,last_seen,active_days,offhour_logons,weekend_logons
FGW0853,910,4,2010-01-04 07:38:00,2011-05-16 17:48:00,355,497,14
FHO0630,692,1,2010-01-04 07:58:00,2011-05-16 16:58:00,346,173,0
FHS0837,692,1,2010-01-04 08:30:00,2011-05-16 19:28:00,346,346,0
FIR0920,878,2,2010-01-04 08:23:00,2011-05-16 19:25:00,346,384,0
FKB0163,692,1,2010-01-04 07:14:00,2011-05-16 16:16:00,346,346,0
FKK0055,1345,3,2010-01-02 08:20:00,2011-05-16 17:17:00,464,0,335
FLM0213,691,1,2010-01-04 07:45:00,2011-05-16 15:49:00,346,345,0
FMG0527,548,1,2010-01-04 08:55:00,2011-01-27 16:59:00,271,8,0
FOB0756,1479,2,2010-01-02 08:29:00,2011-05-16 16:33:00,425,0,255
FPC0954,692,1,2010-01-04 07:11:00,2011-05-16 16:30:00,346,346,0
FQA0854,702,6,2010-01-04 07:38:00,2011-05-16 17:48:00,346,360,0
FRB0023,692,1,2010-01-04 07:28:00,2011-05-16 15:22:00,346,346,0
FRL0511,692,1,2010-01-04 08:46:00,2011-05-16 16:56:00,346,0,0
FRR0832,692,1,2010-01-04 08:30:00,2011-05-16 19:34:00,346,346,0
FSB0399,670,1,2010-01-04 07:52:00,2011-04-29 19:05:00,335,489,0
FSC0601,648,2,2010-01-04 07:47:00,2011-03-18 16:55:00,306,136,0
FTM0406,498,1,2010-01-04 07:46:00,2010-12-20 18:02:00,246,262,0
FUM0015,692,1,2010-01-04 08:22:00,2011-05-16 19:35:00,346,346,0
FWM0707,748,3,2010-01-04 07:38:00,2011-05-16 16:58:00,346,356,0
FXF0957,692,1,2010-01-04 07:07:00,2011-05-16 16:11:00,346,346,0
GAF0060,692,1,2010-01-04 07:51:00,2011-05-16 19:15:00,346,503,0
GAF0570,999,21,2010-01-04 09:00:00,2011-05-16 17:49:00,346,192,0
GBM0603,644,1,2010-01-04 07:55:00,2011-04-11 16:57:00,322,146,0
GCC0744,692,1,2010-01-04 08:00:00,2011-05-16 16:59:00,346,168,0
GCC0945,692,1,2010-01-04 07:13:00,2011-05-16 16:15:00,346,346,0
GCG0951,1035,2,2010-01-04 07:08:00,2011-05-16 16:14:00,346,355,0
GCL0016,1125,3,2010-01-04 08:00:00,2011-05-16 17:59:00,388,406,122
GCR0554,692,1,2010-01-04 07:54:00,2011-05-16 17:47:00,346,338,0
GCS0518,692,1,2010-01-04 08:55:00,2011-05-16 17:03:00,346,0,0
GCS0571,988,2,2010-01-04 08:28:00,2011-05-16 18:28:00,346,352,0
GDF0704,1012,3,2010-01-04 07:45:00,2011-05-16 16:39:00,346,350,0
GHH0288,808,3,2010-01-04 08:54:00,2011-05-16 18:10:00,348,231,4
GHL0460,464,1,2010-01-04 07:45:00,2010-11-24 18:11:00,230,243,1
GJD0298,692,1,2010-01-04 08:54:00,2011-05-16 18:05:00,346,205,0
GJT0386,692,1,2010-01-04 07:47:00,2011-05-16 15:50:00,346,159,0
GKO0078,1217,3,2010-01-04 07:03:00,2011-05-16 17:26:00,346,382,0
GLR0975,957,1,2010-01-04 07:47:00,2011-05-16 18:07:00,346,398,0
GMF0738,692,1,2010-01-04 07:49:00,2011-05-16 17:11:00,346,167,0
GNS0178,1078,2,2010-01-04 07:08:00,2011-05-16 18:21:00,349,767,5
GNZ0953,962,1,2010-01-04 07:09:00,2011-05-16 16:21:00,346,346,0
GOK0238,482,1,2010-01-04 07:47:00,2010-12-14 18:07:00,241,284,0
GQF0659,692,1,2010-01-04 09:06:00,2011-05-16 21:02:00,346,346,0
GQP0743,692,1,2010-01-04 07:48:00,2011-05-16 16:56:00,346,164,0
GRC0145,692,1,2010-01-04 08:35:00,2011-05-16 15:47:00,346,0,0
GRM0868,692,1,2010-01-04 07:43:00,2011-05-16 17:39:00,346,360,0
GTD0116,692,1,2010-01-04 09:05:00,2011-05-16 21:06:00,346,346,0
GTD0219,980,306,2010-01-04 03:37:16,2010-06-18 21:03:36,118,737,0
GTD0898,692,1,2010-01-04 09:13:00,2011-05-16 18:27:00,346,346,0
GZB0469,692,1,2010-01-04 07:47:00,2011-05-16 18:02:00,346,359,0
GZC0735,1306,2,2010-01-04 07:51:00,2011-05-16 17:01:00,399,195,144
HAC0282,692,1,2010-01-04 09:11:00,2011-05-16 18:12:00,346,346,0
HAD0246,1703,2,2010-01-02 07:46:00,2011-05-16 16:58:00,494,408,503
HAH0248,692,1,2010-01-04 07:50:00,2011-05-16 16:58:00,346,156,0
HAH0760,957,1,2010-01-04 08:20:00,2011-05-16 16:33:00,346,0,0
HAM0985,692,1,2010-01-04 07:44:00,2011-05-16 17:43:00,346,357,0
HAV0121,692,1,2010-01-04 09:13:00,2011-05-16 21:24:00,346,346,0
HBB0056,692,1,2010-01-04 08:18:00,2011-05-16 17:26:00,346,0,0
HBO0413,646,1,2010-01-04 07:51:00,2011-04-12 18:00:00,323,347,0
HCC0344,692,1,2010-01-04 07:05:00,2011-05-16 18:00:00,346,692,0
HCL0113,692,1,2010-01-04 09:08:00,2011-05-16 18:14:00,346,346,0
HCL0651,1016,2,2010-01-04 09:11:00,2011-05-16 21:14:00,346,359,0
HCM0267,692,1,2010-01-04 07:25:00,2011-05-16 15:28:00,346,346,0
HCS0003,692,1,2010-01-04 08:20:00,2011-05-16 17:30:00,346,0,0
HCV0478,957,1,2010-01-04 08:00:00,2011-05-16 17:13:00,346,0,0
HCW0419,965,1,2010-01-04 07:47:00,2011-05-16 17:49:00,346,355,0
HDD0789,692,1,2010-01-04 07:33:00,2011-05-16 17:45:00,346,351,0
HDD0806,1428,26,2010-01-02 08:18:00,2011-05-16 20:31:00,472,508,361
HDH0928,692,1,2010-01-04 08:22:00,2011-05-16 19:26:00,346,346,0
HDJ0446,692,1,2010-01-04 07:53:00,2011-05-16 17:51:00,346,347,0
HDL0748,692,1,2010-01-04 07:58:00,2011-05-16 17:02:00,346,151,0
HDS0367,3035,630,2010-01-04 08:06:00,2011-05-16 16:14:00,346,1834,0
HFB0347,528,1,2010-01-04 07:00:00,2011-01-06 18:10:00,264,528,14
HGG0240,692,1,2010-01-04 07:53:00,2011-05-16 17:57:00,346,359,0
HGH0595,692,1,2010-01-04 08:27:00,2011-05-16 18:34:00,346,346,0
HGN0287,692,1,2010-01-04 09:04:00,2011-05-16 18:10:00,346,346,0
HIA0414,692,1,2010-01-04 07:59:00,2011-05-16 18:13:00,346,377,0
HIW0536,692,1,2010-01-04 07:46:00,2011-05-16 18:00:00,346,508,0
HJA0018,955,1,2010-01-04 07:59:00,2011-05-16 18:00:00,346,389,0
HJB0742,709,2,2010-01-04 07:45:00,2010-12-14 17:15:00,242,132,0
HJS0072,73,3,2010-01-04 07:50:00,2010-02-03 18:00:00,25,31,4
HKB0418,664,1,2010-01-04 07:53:00,2011-04-26 18:13:00,332,321,0
HKF0831,692,1,2010-01-04 08:15:00,2011-05-16 19:43:00,346,346,0
HKI0171,691,1,2010-01-04 07:40:00,2011-05-16 15:51:00,346,345,0
HKR0628,1157,3,2010-01-04 07:47:00,2011-05-16 16:53:00,346,171,0
HLH0512,1002,10,2010-01-02 08:52:00,2011-05-16 16:57:00,492,0,276
HLM0933,692,1,2010-01-04 07:13:00,2011-05-16 16:22:00,346,346,0
HMM0108,200,2,2010-01-04 09:01:00,2010-03-19 18:14:00,55,57,0
HMW0713,692,1,2010-01-04 07:42:00,2011-05-16 16:38:00,346,346,0
HOB0994,692,1,2010-01-04 09:03:00,2011-05-16 21:12:00,346,346,0
HPH0075,1125,1,2010-01-02 07:50:00,2011-05-16 17:00:00,404,199,163
HPM0986,692,1,2010-01-04 07:40:00,2011-05-16 17:55:00,346,355,0
HPR0585,953,1,2010-01-04 08:27:00,2011-05-16 18:43:00,346,346,0
HRB0351,1143,38,2010-01-04 07:57:00,2011-05-16 18:12:00,383,374,103
HRD0635,352,12,2010-01-04 09:11:00,2010-05-10 21:11:00,90,116,0
HRL0540,1014,2,2010-01-04 09:02:00,2011-05-16 21:14:00,346,383,0
HRW0550,692,1,2010-01-04 07:52:00,2011-05-16 17:55:00,346,357,0
HSB0196,988,1,2010-01-02 08:05:00,2011-05-16 18:06:00,475,513,247
HSD0457,692,1,2010-01-04 07:58:00,2011-05-16 17:57:00,346,362,0
HSG0818,965,1,2010-01-04 08:22:00,2011-05-16 20:27:00,346,346,0
HSP0290,692,1,2010-01-04 08:45:00,2011-05-16 18:00:00,346,186,0
HTF0641,692,1,2010-01-04 09:04:00,2011-05-16 21:11:00,346,346,0
HTH0007,961,3,2010-01-04 06:58:00,2011-05-16 15:59:00,346,348,0
HVB0037,806,1,2010-01-02 07:34:00,2011-05-16 15:42:00,403,403,104
HVF0067,999,17,2010-01-04 07:51:00,2011-05-16 17:58:00,346,373,0
HWH0646,975,1,2010-01-04 09:04:00,2011-05-16 21:10:00,346,346,0
HWM0342,730,2,2010-01-04 07:06:00,2011-05-16 18:22:00,346,696,0
HWW0436,1215,3,2010-01-04 07:58:00,2011-05-16 17:00:00,350,203,5
HWY0038,898,285,2010-01-04 06:03:39,2010-06-04 23:17:23,108,689,0
HXL0968,422,1,2010-01-04 07:03:00,2010-10-29 16:12:00,211,211,0
IAR0694,1395,3,2010-01-02 08:54:00,2011-05-16 18:54:00,404,428,188
IAT0263,372,1,2010-01-04 07:25:00,2010-09-24 15:29:00,186,186,0
IBB0359,3086,604,2010-01-04 08:15:00,2011-05-16 23:23:35,349,1786,4
IBB0696,1004,3,2010-01-04 07:38:00,2011-05-16 16:51:00,346,349,0
IBM0671,979,2,2010-01-04 07:54:00,2011-05-16 15:58:00,346,170,0
IBP0883,1121,1,2010-01-04 09:14:00,2011-05-16 18:06:00,353,494,12
IBS0836,1141,3,2010-01-04 08:21:00,2011-05-16 19:30:00,384,440,100
ICH0294,858,3,2010-01-04 08:51:00,2011-05-16 17:54:00,346,181,0
ICS0956,502,1,2010-01-04 07:02:00,2010-12-30 16:10:00,251,251,0
IDO0176,692,1,2010-01-04 07:36:00,2011-05-16 15:49:00,346,346,0
IEB0153,766,2,2010-01-04 08:28:00,2011-05-16 18:33:00,372,374,42
IHK0841,692,1,2010-01-04 08:30:00,2011-05-16 19:21:00,346,346,0
IIA0092,692,1,2010-01-04 07:25:00,2011-05-16 15:28:00,346,346,0
IIL0513,878,1,2010-01-03 08:48:00,2011-05-16 16:54:00,439,0,176
IIW0249,870,21,2010-01-02 07:56:00,2011-05-16 16:55:00,399,230,98
IJM0139,692,1,2010-01-04 08:51:00,2011-05-16 17:55:00,346,178,0
IJM0444,1221,3,2010-01-04 07:48:00,2011-05-16 17:07:00,348,207,3
IJM0776,342,1,2010-01-04 08:21:00,2010-09-02 16:29:00,171,0,0
IJR0825,692,1,2010-01-04 08:17:00,2011-05-16 19:30:00,346,346,0
IJW0851,692,1,2010-01-04 07:45:00,2011-05-16 17:55:00,346,340,0
IKP0472,1637,2,2010-01-02 07:48:00,2011-05-16 18:12:00,495,509,465
IKR0401,574,1,2010-01-04 07:45:00,2011-02-21 19:02:00,287,426,0
ILC0838,692,1,2010-01-04 08:18:00,2011-05-16 19:45:00,346,346,0
ILH0958,1203,27,2010-01-04 07:13:00,2011-05-16 16:25:00,346,414,0
ILJ0526,1337,28,2010-01-04 08:57:00,2011-05-16 17:00:00,375,0,95
ILR0304,692,1,2010-01-04 08:57:00,2011-05-16 17:52:00,346,185,0
IMB0481,692,1,2010-01-04 08:10:00,2011-05-16 17:14:00,346,0,0
IMG0320,692,1,2010-01-04 07:32:00,2011-05-16 15:58:00,346,346,0
IMP0530,692,1,2010-01-04 08:55:00,2011-05-16 17:12:00,346,0,0
IRM0931,1747,2,2010-01-02 07:00:00,2011-05-17 06:23:48,479,607,450
IRT0491,692,1,2010-01-04 08:00:00,2011-05-16 17:21:00,346,0,0
IUB0565,468,1,2010-01-04 08:48:00,2010-12-03 18:02:00,234,137,0
IUY0279,987,3,2010-01-04 09:14:00,2011-05-16 18:13:00,346,354,0
IWM0816,968,1,2010-01-04 08:22:00,2011-05-16 20:29:00,346,346,0
IYB0918,692,1,2010-01-04 08:24:00,2011-05-16 19:25:00,346,346,0
JAD0609,876,3,2010-01-04 07:45:00,2011-05-16 17:01:00,346,177,0
JAJ0849,1465,3,2010-01-03 08:27:00,2011-05-16 19:40:00,446,568,296
JAM0382,692,1,2010-01-04 07:46:00,2011-05-16 16:15:00,346,156,0
JAV0361,2768,625,2010-01-04 01:25:06,2011-05-16 19:10:18,346,1803,0
JBD0616,1002,2,2010-01-04 07:56:00,2011-05-16 17:09:00,346,167,0
JBM0350,868,3,2010-01-04 07:56:00,2011-05-16 18:54:00,352,676,10
JCC0225,2750,639,2010-01-04 06:28:21,2011-05-16 22:35:48,346,2125,0
JCG0316,1203,2,2010-01-04 07:36:00,2011-05-16 15:45:00,346,368,0
JCR0172,1130,1,2010-01-02 07:38:00,2011-05-16 15:55:00,407,407,153
JCR0289,692,1,2010-01-04 08:58:00,2011-05-16 18:09:00,346,217,0
JCR0770,692,1,2010-01-04 08:21:00,2011-05-16 16:29:00,346,0,0
JCR0921,692,1,2010-01-04 08:20:00,2011-05-16 19:28:00,346,346,0
JCV0245,692,1,2010-01-04 07:56:00,2011-05-16 17:00:00,346,160,0
JCW0858,692,1,2010-01-04 07:41:00,2011-05-16 17:40:00,346,359,0
JDB0169,966,1,2010-01-04 07:39:00,2011-05-16 15:32:00,346,346,0
JDC0030,1406,3,2010-01-02 08:15:00,2011-05-16 19:39:00,477,494,368
JDF0593,1313,3,2010-01-04 08:26:00,2011-05-17 04:40:33,381,522,68
JER0404,692,1,2010-01-04 07:52:00,2011-05-16 18:58:00,346,497,0
JFC0557,961,1,2010-01-04 08:48:00,2011-05-16 17:47:00,346,184,0
JFC0757,692,1,2010-01-04 08:18:00,2011-05-16 16:43:00,346,0,0
JGM0934,970,1,2010-01-04 07:12:00,2011-05-16 16:26:00,346,346,0
JGT0221,1172,368,2010-01-04 00:04:43,2010-07-16 23:23:46,137,906,0
JHP0583,1391,3,2010-01-02 08:20:00,2011-05-16 18:23:00,406,515,183
JIG0128,692,1,2010-01-04 08:09:00,2011-05-16 19:13:00,346,346,0
JIM0095,692,1,2010-01-04 07:07:00,2011-05-16 17:26:00,346,346,0
JJB0127,692,1,2010-01-04 08:04:00,2011-05-16 19:11:00,346,346,0
JJB0700,742,2,2010-01-04 07:34:00,2011-05-16 16:58:00,346,350,0
JJH0292,1042,3,2010-01-04 08:45:00,2011-05-16 18:05:00,352,210,6
JJH0613,1147,2,2010-01-04 07:57:00,2011-05-16 16:52:00,346,173,0
JJM0203,686,2,2010-01-04 07:14:00,2010-10-29 17:26:00,211,234,0
JKB0126,691,1,2010-01-04 08:00:00,2011-05-16 19:11:00,346,346,0
JKF0465,840,1,2010-01-02 07:56:00,2011-05-16 17:58:00,420,433,128
JKJ0698,943,31,2010-01-02 07:37:00,2011-05-16 16:51:00,442,461,204
JKM0303,692,1,2010-01-04 08:58:00,2011-05-16 17:48:00,346,187,0
JLM0364,2628,598,2010-01-04 05:22:30,2011-04-29 22:45:15,335,1715,0
JLW0053,692,1,2010-01-04 07:59:00,2011-05-16 19:00:00,346,513,0
JMB0308,314,1,2010-01-04 07:42:00,2010-08-09 15:45:00,153,161,0
JMC0925,1284,5,2010-01-04 08:18:00,2011-05-16 19:24:00,352,474,10
JMD0520,1127,36,2010-01-04 08:58:00,2011-05-16 17:07:00,348,60,4
JMH0543,632,1,2010-01-04 07:50:00,2010-11-23 18:04:00,228,248,0
JMK0099,1200,3,2010-01-04 07:10:00,2011-05-16 17:10:00,346,381,0
JML0909,967,1,2010-01-04 09:05:00,2011-05-16 18:12:00,346,346,0
JMW0638,692,1,2010-01-04 09:04:00,2011-05-16 21:17:00,346,346,0
JNA0559,691,1,2010-01-04 08:47:00,2011-05-16 18:00:00,346,181,0
JNJ0556,691,1,2010-01-04 08:56:00,2011-05-16 18:00:00,346,234,0
JOL0024,692,1,2010-01-04 07:38:00,2011-05-16 17:44:00,346,355,0
JOM0750,692,1,2010-01-04 07:49:00,2011-05-16 16:58:00,346,147,0
JPA0667,692,1,2010-01-04 07:48:00,2011-05-16 16:04:00,346,172,0
JPW0741,692,1,2010-01-04 07:52:00,2011-05-16 17:00:00,346,163,0
JRF0835,692,1,2010-01-04 08:26:00,2011-05-16 19:39:00,346,346,0
JRG0207,574,1,2010-01-04 07:38:00,2011-02-14 15:52:00,283,291,1
JRH0455,110,1,2010-01-04 07:46:00,2010-03-19 17:50:00,55,59,0
JRL0574,692,1,2010-01-04 08:20:00,2011-05-16 18:25:00,346,346,0
JRS0362,2776,636,2010-01-04 00:35:45,2011-05-16 20:58:38,346,1773,0
JSA0775,692,1,2010-01-04 08:19:00,2011-05-16 16:31:00,346,0,0
JSH0330,692,1,2010-01-04 07:14:00,2011-05-16 18:04:00,346,692,0
JTM0223,1378,361,2010-01-04 00:24:51,2010-07-23 21:44:10,142,916,0
JTS0389,846,3,2010-01-04 07:50:00,2011-05-16 15:55:00,346,174,0
JXH0493,692,1,2010-01-04 08:15:00,2011-05-16 17:10:00,346,0,0
JZD0888,692,1,2010-01-04 09:07:00,2011-05-16 18:15:00,346,346,0
KAC0124,692,1,2010-01-04 08:10:00,2011-05-16 19:05:00,346,346,0
KAL0395,692,1,2010-01-04 07:53:00,2011-05-16 18:56:00,346,511,0
KAT0270,692,1,2010-01-04 07:12:00,2011-05-16 17:11:00,346,346,0
KAT0489,692,1,2010-01-04 08:13:00,2011-05-16 17:27:00,346,0,0
KBB0189,692,1,2010-01-04 06:49:00,2011-05-16 16:04:00,346,346,0
KBC0054,692,1,2010-01-04 08:25:00,2011-05-16 17:30:00,346,0,0
KBG0549,1019,3,2010-01-04 07:49:00,2011-05-16 18:09:00,346,348,0
KBL0260,692,1,2010-01-04 07:32:00,2011-05-16 16:52:00,346,346,0
KBP0008,1197,2,2010-01-04 06:45:00,2011-05-16 15:49:00,346,377,0
KBS0874,962,1,2010-01-04 07:42:00,2011-05-16 17:49:00,346,355,0
KCB0815,971,1,2010-01-04 08:26:00,2011-05-16 20:38:00,346,346,0
KCF0045,2780,640,2010-01-04 01:57:54,2011-05-16 15:36:00,346,2123,0
KCO0122,1161,2,2010-01-04 09:02:00,2011-05-16 21:25:00,355,505,14
KCS0173,1098,3,2010-01-04 07:33:00,2011-05-16 15:54:00,346,359,0
KDS0349,692,1,2010-01-04 08:00:00,2011-05-16 15:53:00,346,166,0
KDT0346,968,1,2010-01-04 07:07:00,2011-05-16 18:13:00,346,692,0
KES0729,998,3,2010-01-04 07:59:00,2011-05-16 16:50:00,346,163,0
KJA0152,692,1,2010-01-04 08:22:00,2011-05-16 18:30:00,346,346,0
KJG0910,692,1,2010-01-04 09:01:00,2011-05-16 18:26:00,346,346,0
KJJ0293,1115,2,2010-01-04 08:50:00,2011-05-16 17:59:00,346,211,0
KJM0887,692,1,2010-01-04 09:09:00,2011-05-16 18:24:00,346,346,0
KJP0371,2788,635,2010-01-04 08:01:00,2011-05-16 23:44:00,346,1774,0
KJS0618,692,1,2010-01-04 07:45:00,2011-05-16 16:48:00,346,158,0
KJW0416,692,1,2010-01-04 07:46:00,2011-05-16 18:02:00,346,394,0
KKC0683,692,1,2010-01-04 08:53:00,2011-05-16 18:56:00,346,346,0
KKS0119,961,1,2010-01-04 07:10:00,2011-05-16 17:13:00,346,346,0
KKW0879,902,2,2010-01-04 07:40:00,2011-05-16 17:45:00,384,438,74
KLH0596,588,1,2010-01-04 08:24:00,2011-02-25 18:44:00,292,297,2
KLM0639,692,1,2010-01-04 09:12:00,2011-05-16 21:14:00,346,346,0
KMB0922,1188,34,2010-01-04 08:24:00,2011-05-16 19:36:00,353,506,12
KMS0657,692,1,2010-01-04 09:14:00,2011-05-16 21:14:00,346,346,0
KMW0545,967,1,2010-01-04 07:47:00,2011-05-16 18:03:00,346,346,0
KNB0022,692,1,2010-01-04 07:26:00,2011-05-16 15:30:00,346,346,0
KNG0672,602,1,2010-01-04 07:59:00,2011-03-11 16:07:00,301,144,0
KNW0644,692,1,2010-01-04 09:03:00,2011-05-16 21:10:00,346,346,0
KPC0073,308,1,2010-01-04 07:55:00,2010-08-03 17:54:00,149,172,0
KPP0452,692,1,2010-01-04 07:53:00,2011-05-16 18:04:00,346,386,0
KPR0497,1200,2,2010-01-04 08:01:00,2011-05-16 17:15:00,346,0,0
KQC0708,692,1,2010-01-04 07:37:00,2011-05-16 16:48:00,346,346,0
KQS0415,692,1,2010-01-04 07:47:00,2011-05-16 17:58:00,346,360,0
KRG0158,692,1,2010-01-04 06:47:00,2011-05-16 15:56:00,346,346,0
KRL0062,692,1,2010-01-04 07:15:00,2011-05-16 15:27:00,346,346,0
KRL0501,530,1,2010-01-04 08:05:00,2011-01-20 17:28:00,265,0,0
KRM0541,728,19,2010-01-04 07:51:00,2011-05-16 17:55:00,346,354,0
KRV0372,2820,630,2010-01-04 01:34:29,2011-05-16 19:34:31,346,1858,0
KSH0569,692,1,2010-01-04 08:53:00,2011-05-16 17:56:00,346,204,0
KSP0357,1890,519,2010-01-04 03:43:20,2010-12-08 20:42:02,237,1211,0
KSP0966,692,1,2010-01-04 07:02:00,2011-05-16 16:10:00,346,346,0
KTG0091,692,1,2010-01-04 07:17:00,2011-05-16 15:39:00,346,346,0
KVS0425,692,1,2010-01-04 07:58:00,2011-05-16 18:06:00,346,331,0
KVT0028,692,1,2010-01-04 07:32:00,2011-05-16 18:41:00,346,692,0
KWC0004,692,1,2010-01-04 07:55:00,2011-05-16 16:59:00,346,161,0
KWE0082,967,1,2010-01-04 07:56:00,2011-05-16 17:08:00,346,165,0
LAF0991,959,1,2010-01-04 09:11:00,2011-05-16 21:14:00,346,346,0
LAM0911,952,1,2010-01-04 08:29:00,2011-05-16 19:28:00,346,346,0
LAP0338,1362,1,2010-01-02 07:07:00,2011-05-16 18:07:00,488,976,378
LBC0356,3053,636,2010-01-04 01:37:22,2011-05-16 16:10:00,346,1780,0
LBF0214,1673,2,2010-01-03 07:33:00,2011-05-16 15:51:00,462,630,386
LBH0942,1272,1,2010-01-03 07:13:00,2011-05-16 16:15:00,453,453,303
LCB0664,1099,2,2010-01-04 07:57:00,2011-05-16 17:15:00,346,168,0
LCC0819,314,1,2010-01-04 08:20:00,2010-08-13 20:35:00,157,157,0
LCD0622,692,1,2010-01-04 07:51:00,2011-05-16 16:54:00,346,155,0
LDB0090,692,1,2010-01-04 07:21:00,2011-05-16 15:20:00,346,346,0
LDD0560,100,3,2010-01-03 08:53:00,2010-02-17 18:01:00,40,34,19
LDG0459,1149,3,2010-01-04 07:58:00,2011-05-16 18:06:00,346,382,0
LDM0587,692,1,2010-01-04 08:15:00,2011-05-16 18:45:00,346,346,0
LEM0605,692,1,2010-01-04 07:56:00,2011-05-16 17:02:00,346,153,0
LFS0071,692,1,2010-01-04 07:45:00,2011-05-16 17:56:00,346,345,0
LHB0606,164,1,2010-01-04 07:58:00,2010-04-28 16:56:00,82,40,0
LHB0967,692,1,2010-01-04 07:09:00,2011-05-16 16:28:00,346,346,0
LHL0309,692,1,2010-01-04 07:40:00,2011-05-16 15:57:00,346,346,0
LHN0151,692,1,2010-01-04 08:25:00,2011-05-16 16:26:00,346,0,0
LIM0674,1206,2,2010-01-04 07:48:00,2011-05-16 16:05:00,357,218,35
LJB0826,692,1,2010-01-04 08:26:00,2011-05-16 19:27:00,346,346,0
LJJ0905,732,2,2010-01-04 09:11:00,2011-05-16 18:27:00,346,346,0
LJR0523,341,1,2010-01-04 08:49:00,2010-08-26 16:56:00,168,10,4
LJT0817,1021,2,2010-01-04 08:22:00,2011-05-16 20:33:00,346,357,0
LLV0602,692,1,2010-01-04 07:50:00,2011-05-16 16:56:00,346,169,0
LMF0980,962,1,2010-01-04 07:19:00,2011-05-16 15:38:00,346,346,0
LNR0656,692,1,2010-01-04 09:14:00,2011-05-16 21:14:00,346,346,0
LNS0989,1133,2,2010-01-04 07:35:00,2011-05-16 18:43:00,346,729,0
LOF0311,692,1,2010-01-04 07:35:00,2011-05-16 15:47:00,346,346,0
LOM0086,402,2,2010-01-04 07:44:00,2010-07-23 16:38:00,142,138,0
LPC0492,744,3,2010-01-04 08:04:00,2011-05-16 17:12:00,346,0,0
LPH0572,74,1,2010-01-04 08:17:00,2010-02-23 18:28:00,37,37,0
LQC0479,402,1,2010-01-04 08:09:00,2010-10-11 17:11:00,197,8,0
LQP0508,1151,3,2010-01-04 08:46:00,2011-05-16 17:00:00,346,0,0
LRR0148,1378,3,2010-01-02 06:50:00,2011-05-16 17:08:00,400,502,171
LRW0970,692,1,2010-01-04 07:09:00,2011-05-16 16:15:00,346,346,0
LTS0860,692,1,2010-01-04 07:30:00,2011-05-16 17:49:00,346,358,0
LUR0896,806,3,2010-01-04 09:11:00,2011-03-08 18:08:00,303,415,8
MAD0496,236,1,2010-01-03 08:05:00,2010-05-14 17:15:00,118,0,46
MAD0753,692,1,2010-01-04 08:00:00,2011-05-16 16:57:00,346,168,0
MAE0331,692,1,2010-01-04 07:08:00,2011-05-16 18:18:00,346,692,0
MAH0149,967,1,2010-01-04 08:15:00,2011-05-16 16:26:00,346,0,0
MAH0864,692,1,2010-01-04 07:45:00,2011-05-16 17:46:00,346,353,0
MAR0955,604,1,2010-01-04 07:09:00,2011-03-04 16:17:00,297,308,2
MAS0025,412,1,2010-01-04 07:43:00,2010-10-15 17:54:00,201,218,0
MAW0166,692,1,2010-01-04 07:30:00,2011-05-16 15:42:00,346,346,0
MBG0438,470,1,2010-01-04 07:46:00,2010-12-06 17:07:00,235,118,0
MBJ0312,1002,3,2010-01-04 07:45:00,2011-05-16 15:48:00,346,349,0
MBR0724,692,1,2010-01-04 07:38:00,2011-05-16 16:45:00,346,346,0
MBW0809,60,1,2010-01-04 08:15:00,2010-02-12 20:30:00,30,30,0
MCD0125,585,2,2010-01-03 08:15:00,2010-07-19 19:08:00,176,206,115
MCF0327,692,1,2010-01-04 07:30:00,2011-05-16 15:42:00,346,346,0
MCF0600,616,2,2010-01-03 08:22:00,2010-10-16 18:31:00,246,261,109
MCJ0324,692,1,2010-01-04 07:43:00,2011-05-16 15:35:00,346,346,0
MCS0035,692,1,2010-01-04 07:42:00,2011-05-16 15:40:00,346,346,0
MCT0720,692,1,2010-01-04 07:38:00,2011-05-16 16:52:00,346,346,0
MDH0580,592,1,2010-01-04 08:28:00,2011-03-04 18:40:00,296,296,0
MDH0686,1332,3,2010-01-03 08:52:00,2011-05-16 19:06:00,459,467,316
MDM0625,1093,2,2010-01-04 07:52:00,2011-05-16 17:00:00,346,161,0
MDM0976,692,1,2010-01-04 07:46:00,2011-05-16 17:56:00,346,378,0
MES0407,692,1,2010-01-04 07:46:00,2011-05-16 18:03:00,346,391,0
MFV0897,692,1,2010-01-04 09:01:00,2011-05-16 18:19:00,346,346,0
MGS0974,842,2,2010-01-04 07:53:00,2011-05-16 17:56:00,380,403,78
MHA0798,692,1,2010-01-04 08:05:00,2011-05-16 17:12:00,346,0,0
MHG0244,692,1,2010-01-04 07:46:00,2011-05-16 17:00:00,346,170,0
MHG0733,692,1,2010-01-04 07:58:00,2011-05-16 16:57:00,346,154,0
MHH0180,759,1,2010-01-02 07:08:00,2010-12-02 18:26:00,274,548,102
MIB0904,972,1,2010-01-04 09:01:00,2011-05-16 18:14:00,346,346,0
MIC0726,692,1,2010-01-04 08:00:00,2011-05-16 17:14:00,346,167,0
MIL0255,692,1,2010-01-04 07:31:00,2011-05-16 16:57:00,346,346,0
MIM0712,692,1,2010-01-04 07:42:00,2011-05-16 16:39:00,346,346,0
MJB0588,692,1,2010-01-04 08:15:00,2011-05-16 18:36:00,346,346,0
MJM0510,1190,4,2010-01-04 08:57:00,2011-05-16 16:58:00,346,0,0
